Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
3,7,Control,16,10,19,2,Once a month,Half gallon (64 fl oz),Within a week,Food quality,"Yes, always",7-10 days,,"Yes, always",6,No,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Female,57,Associate degree in college (2-year),"$50,000-$74,999",Widowed/Divorced/Separated,No,3,
3,7,Control,17,1,,1.5,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,2,7,1.75,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,3,10,1.75,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,4,1,0.5,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,5,0,0.1,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,6,14,1.75,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,7,5,1,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,8,-1,0,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,9,3,0.75,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,17,10,19,1.75,Two or three times a month,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",7,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,25,Bachelor's degree in college (4-year),"$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,18,1,,4,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,2,7,4.5,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,3,10,5,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,4,1,2,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,5,0,0,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,6,14,6,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,7,5,4,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,8,-1,0,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,9,3,1,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,18,10,19,7,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",3,No,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Female,55,Master's degree,"$150,000 or more",Married,No,2,
3,7,Control,19,1,,1.89,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,2,7,1.5,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,3,10,1.6,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,4,1,1,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,5,0,0,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,6,14,2,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,7,5,1.5,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,8,-1,0,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,9,3,1.3,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,19,10,19,2.5,Once a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,10-14 days,,Sometimes,7,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Male,27,"Professional degree (JD, MD)","$25,000-$49,999","Single (never married, no domestic/live-in partner)",No,1,
3,7,Control,20,1,,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,2,7,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,3,10,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,4,1,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,5,0,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,6,14,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,7,5,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,8,-1,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,9,3,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,20,10,19,0,Less than once a month,Half gallon (64 fl oz),Within a week,Both,Sometimes,10-14 days,,Sometimes,10,No,Yes,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Female,19,Bachelor's degree in college (4-year),"$75,000-$99,999","Single (never married, no domestic/live-in partner)",No,4,
3,7,Control,21,1,,1,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,2,7,1,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,3,10,1,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,4,1,0.5,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,5,0,0,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,6,14,1,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,7,5,0.75,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,8,-1,0,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,9,3,0.5,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,21,10,19,1,Less than once a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,Sometimes,8,Yes,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Female,44,Master's degree,"$50,000-$74,999",Widowed/Divorced/Separated,No,1,
3,7,Control,23,1,,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,2,7,2,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,3,10,2.25,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,4,1,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,5,0,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,6,14,2.75,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,7,5,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,8,-1,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,9,3,0,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
3,7,Control,23,10,19,3,Two or three times a month,Half gallon (64 fl oz),More than a week,Both,Sometimes,14-21 days,,Sometimes,14,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,20,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,3,
